"","X","workerid","property","trial_type","rt","trial_num","response","sentence","targetMention","item","type","Property"
"986",691,32,"carries Lyme disease","free_production",7463,19,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"987",692,32,"has wings","free_production",7103,20,"sparrow","sparrow has wings",0,"sparrow has wings",NA,"have wings"
"988",692,32,"has wings","free_production",7103,20,"sparrow","sparrow has wings",0,"sparrow has wings",NA,"have wings"
"989",693,32,"carries malaria","free_production",6180,21,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"990",693,32,"carries malaria","free_production",6180,21,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"991",694,33,"doesnt carry Lyme disease","free_production",13943,1,"cat","cat doesn't carry Lyme disease",0,"cat doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"992",695,33,"is male","free_production",6692,2,"dog","dog is male",0,"dog is male",NA,"are male"
"993",696,33,"has a pouch","free_production",6952,3,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"994",696,33,"has a pouch","free_production",6952,3,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"995",697,33,"is red","free_production",4052,4,"ladybug","ladybug is red",0,"ladybug is red",NA,"are red"
"996",698,33,"doesnt eat people","free_production",5352,5,"go","go doesn't eat people",0,"go doesn't eat people",NA,"dont eat people"
"997",699,33,"attacks swimmers","free_production",5249,6,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"998",699,33,"attacks swimmers","free_production",5249,6,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"999",700,33,"doesnt attack swimmers","free_production",3887,7,"seel","seel doesn't attack swimmers",0,"seel doesn't attack swimmers",NA,"dont attack swimmers"
"1000",701,33,"carries malaria","free_production",8967,8,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1001",701,33,"carries malaria","free_production",8967,8,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1002",702,33,"is female","free_production",4988,9,"cat","cat is female",0,"cat is female",NA,"are female"
"1003",703,33,"is white","free_production",7763,10,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"1004",703,33,"is white","free_production",7763,10,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"1005",704,33,"has a mane","free_production",87514,11,"horse","horse has a mane",0,"horse has a mane",NA,"have manes"
"1006",704,33,"has a mane","free_production",87514,11,"horse","horse has a mane",0,"horse has a mane",NA,"have manes"
"1007",705,33,"is juvenile","free_production",12012,12,"ape","ape is juvenile",0,"ape is juvenile",NA,"are juvenile"
"1008",706,33,"has beautiful feathers","free_production",3658,13,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"1009",707,33,"has wings","free_production",2619,14,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"1010",707,33,"has wings","free_production",2619,14,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"1011",708,33,"is full-grown","free_production",5343,15,"frog","frog is full-grown",0,"frog is full-grown",NA,"are full-grown"
"1012",709,33,"doesnt have beautiful feathers","free_production",3894,16,"crow","crow doesn't have beautiful feathers",0,"crow doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"1013",710,33,"doesnt carry malaria","free_production",5578,17,"gerbil","gerbil doesn't carry malaria",0,"gerbil doesn't carry malaria",NA,"dont carry malaria"
"1014",711,33,"eats people","free_production",3807,18,"alligator","alligator eats people",0,"alligator eats people",NA,"eat people"
"1015",712,33,"lays eggs","free_production",5331,19,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"1016",712,33,"lays eggs","free_production",5331,19,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"1017",712,33,"lays eggs","free_production",5331,19,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"1018",713,33,"carries Lyme disease","free_production",6420,20,"mosquito","mosquito carries Lyme disease",0,"mosquito carries Lyme disease",NA,"carry Lyme disease"
"1019",714,33,"has spots","free_production",5232,21,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"1020",714,33,"has spots","free_production",5232,21,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"1021",715,34,"attacks swimmers","free_production",29250,1,"piranha","piranha attacks swimmers",0,"piranha attacks swimmers",NA,"attack swimmers"
"1022",715,34,"attacks swimmers","free_production",29250,1,"piranha","piranha attacks swimmers",0,"piranha attacks swimmers",NA,"attack swimmers"
"1023",716,34,"doesnt eat people","free_production",7863,2,"cow","cow doesn't eat people",0,"cow doesn't eat people",NA,"dont eat people"
"1024",717,34,"eats people","free_production",12798,3,"bear","bear eats people",0,"bear eats people",NA,"eat people"
"1025",718,34,"doesnt have beautiful feathers","free_production",15518,4,"ostrich","ostrich doesn't have beautiful feathers",0,"ostrich doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"1026",719,34,"is male","free_production",10711,5,"monkey","monkey is male",0,"monkey is male",NA,"are male"
"1027",720,34,"carries malaria","free_production",10015,6,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1028",720,34,"carries malaria","free_production",10015,6,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1029",721,34,"has spots","free_production",10059,7,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"1030",721,34,"has spots","free_production",10059,7,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"1031",722,34,"is red","free_production",22800,8,"mite","mite is red",0,"mite is red",NA,"are red"
"1032",723,34,"is white","free_production",12911,9,"bunny","bunny is white",0,"bunny is white",NA,"are white"
"1033",723,34,"is white","free_production",12911,9,"bunny","bunny is white",0,"bunny is white",NA,"are white"
"1034",724,34,"doesnt attack swimmers","free_production",14483,10,"trout","trout doesn't attack swimmers",0,"trout doesn't attack swimmers",NA,"dont attack swimmers"
"1035",725,34,"has a pouch","free_production",10586,11,"platypu","platypu has a pouch",0,"platypu has a pouch",NA,"have pouches"
"1036",725,34,"has a pouch","free_production",10586,11,"platypu","platypu has a pouch",0,"platypu has a pouch",NA,"have pouches"
"1037",726,34,"has wings","free_production",9577,12,"robin","robin has wings",0,"robin has wings",NA,"have wings"
"1038",726,34,"has wings","free_production",9577,12,"robin","robin has wings",0,"robin has wings",NA,"have wings"
"1039",727,34,"is female","free_production",12638,13,"deer","deer is female",0,"deer is female",NA,"are female"
"1040",728,34,"has beautiful feathers","free_production",10980,14,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"1041",729,34,"doesnt carry Lyme disease","free_production",14557,15,"crocodile","crocodile doesn't carry Lyme disease",0,"crocodile doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"1042",730,34,"lays eggs","free_production",10910,16,"snake","snake lays eggs",0,"snake lays eggs",NA,"lay eggs"
"1043",730,34,"lays eggs","free_production",10910,16,"snake","snake lays eggs",0,"snake lays eggs",NA,"lay eggs"
"1044",730,34,"lays eggs","free_production",10910,16,"snake","snake lays eggs",0,"snake lays eggs",NA,"lay eggs"
"1045",731,34,"doesnt carry malaria","free_production",14275,17,"earthworm","earthworm doesn't carry malaria",0,"earthworm doesn't carry malaria",NA,"dont carry malaria"
"1046",732,34,"has a mane","free_production",7321,18,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"1047",732,34,"has a mane","free_production",7321,18,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"1048",733,34,"is full-grown","free_production",14184,19,"elk","elk is full-grown",0,"elk is full-grown",NA,"are full-grown"
"1049",734,34,"is juvenile","free_production",9560,20,"panda","panda is juvenile",0,"panda is juvenile",NA,"are juvenile"
"1050",735,34,"carries Lyme disease","free_production",9644,21,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"1051",736,35,"carries Lyme disease","free_production",5835,1,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"1052",737,35,"has wings","free_production",3665,2,"fly","fly has wings",0,"fly has wings",NA,"have wings"
"1053",737,35,"has wings","free_production",3665,2,"fly","fly has wings",0,"fly has wings",NA,"have wings"
"1054",738,35,"is full-grown","free_production",6124,3,"rhino","rhino is full-grown",0,"rhino is full-grown",NA,"are full-grown"
"1055",739,35,"doesnt carry malaria","free_production",5906,4,"dog","dog doesn't carry malaria",0,"dog doesn't carry malaria",NA,"dont carry malaria"
"1056",740,35,"has a mane","free_production",4368,5,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"1057",740,35,"has a mane","free_production",4368,5,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"1058",741,35,"doesnt eat people","free_production",14678,6,"giraffe","giraffe doesn't eat people",0,"giraffe doesn't eat people",NA,"dont eat people"
"1059",742,35,"attacks swimmers","free_production",19918,7,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"1060",742,35,"attacks swimmers","free_production",19918,7,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"1061",743,35,"has a pouch","free_production",7816,8,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"1062",743,35,"has a pouch","free_production",7816,8,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"1063",744,35,"carries malaria","free_production",4994,9,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1064",744,35,"carries malaria","free_production",4994,9,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1065",745,35,"is juvenile","free_production",42770,10,"monkey","monkey is juvenile",0,"monkey is juvenile",NA,"are juvenile"
"1066",746,35,"doesnt attack swimmers","free_production",12238,11,"dolphin","dolphin doesn't attack swimmers",0,"dolphin doesn't attack swimmers",NA,"dont attack swimmers"
"1067",747,35,"is female","free_production",4678,12,"cat","cat is female",0,"cat is female",NA,"are female"
"1068",748,35,"is red","free_production",13806,13,"dragonfly","dragonfly is red",0,"dragonfly is red",NA,"are red"
"1069",749,35,"eats people","free_production",13472,14,"leopard","leopard eats people",0,"leopard eats people",NA,"eat people"
"1070",750,35,"is white","free_production",8980,15,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"1071",750,35,"is white","free_production",8980,15,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"1072",751,35,"has beautiful feathers","free_production",11370,16,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"1073",752,35,"has spots","free_production",13006,17,"cheetah","cheetah has spots",0,"cheetah has spots",NA,"have spots"
"1074",752,35,"has spots","free_production",13006,17,"cheetah","cheetah has spots",0,"cheetah has spots",NA,"have spots"
"1075",753,35,"doesnt carry Lyme disease","free_production",4764,18,"dog","dog doesn't carry Lyme disease",0,"dog doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"1076",754,35,"is male","free_production",5594,19,"lion","lion is male",1,"lion is male","undiagnostic","are male"
"1077",755,35,"doesnt have beautiful feathers","free_production",11556,20,"crow","crow doesn't have beautiful feathers",0,"crow doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"1078",756,35,"lays eggs","free_production",26958,21,"hawk","hawk lays eggs",0,"hawk lays eggs",NA,"lay eggs"
"1079",756,35,"lays eggs","free_production",26958,21,"hawk","hawk lays eggs",0,"hawk lays eggs",NA,"lay eggs"
"1080",756,35,"lays eggs","free_production",26958,21,"hawk","hawk lays eggs",0,"hawk lays eggs",NA,"lay eggs"
"1081",757,36,"has a mane","free_production",4224,1,"joomi","joomi has a mane",0,"joomi has a mane",NA,"have manes"
"1082",757,36,"has a mane","free_production",4224,1,"joomi","joomi has a mane",0,"joomi has a mane",NA,"have manes"
"1083",758,36,"has beautiful feathers","free_production",3878,2,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"1084",759,36,"carries malaria","free_production",4994,3,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1085",759,36,"carries malaria","free_production",4994,3,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"1086",760,36,"is male","free_production",3948,4,"man","man is male",0,"man is male",NA,"are male"
"1087",761,36,"has spots","free_production",7064,5,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"1088",761,36,"has spots","free_production",7064,5,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"1089",762,36,"eats people","free_production",3946,6,"hippo","hippo eats people",0,"hippo eats people",NA,"eat people"
"1090",763,36,"is female","free_production",2789,7,"woman","woman is female",0,"woman is female",NA,"are female"
"1091",764,36,"doesnt eat people","free_production",3367,8,"dog","dog doesn't eat people",0,"dog doesn't eat people",NA,"dont eat people"
"1092",765,36,"has wings","free_production",2664,9,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"1093",765,36,"has wings","free_production",2664,9,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"1094",766,36,"is full-grown","free_production",3180,10,"elephant","elephant is full-grown",0,"elephant is full-grown",NA,"are full-grown"
